All tech questions (~10,000), sorted by priority score
Source: data/scored_questions_10000.csv

rank   score   category            question
 5248     0.9  WiFi                How do I test the difference between 2.4 GHz and 5 GHz WiFi?
 5249     0.9  WiFi                How do I check the difference between 2.4 GHz and 5 GHz WiFi?
 5250     0.9  WiFi                How do I reset the difference between 2.4 GHz and 5 GHz WiFi?
 5251     0.9  WiFi                How do I update the difference between 2.4 GHz and 5 GHz WiFi?
 5252     0.9  WiFi                How do I connect the difference between 2.4 GHz and 5 GHz WiFi?
 5253     0.9  PC Hardware         How do I set up GPU clock speed?
 5254     0.9  GPUs                How do I set up GPU bottlenecking?
 5255     0.9  GPUs                How do I use GPU bottlenecking?
 5256     0.9  GPUs                How do I troubleshoot GPU bottlenecking?
 5257     0.9  GPUs                How do I test GPU bottlenecking?
 5258     0.9  GPUs                How do I check GPU bottlenecking?
 5259     0.9  GPUs                How do I reset GPU bottlenecking?
 5260     0.9  GPUs                How do I update GPU bottlenecking?
 5261     0.9  GPUs                How do I connect GPU bottlenecking?
 5262     0.9  Storage             How do I set up NVMe faster than SATA?
 5263     0.9  Storage             How do I use NVMe faster than SATA?
 5264     0.9  Storage             How do I troubleshoot NVMe faster than SATA?
 5265     0.9  Storage             How do I test NVMe faster than SATA?
 5266     0.9  Storage             How do I check NVMe faster than SATA?
 5267     0.9  Storage             How do I reset NVMe faster than SATA?
 5268     0.9  Storage             How do I update NVMe faster than SATA?
 5269     0.9  Storage             How do I connect NVMe faster than SATA?
 5270     0.9  Storage             Why is my SSD slow not working?
 5271     0.9  Storage             How do I set up my hard drive slow?
 5272     0.9  Storage             How do I use my hard drive slow?
 5273     0.9  Storage             How do I troubleshoot my hard drive slow?
 5274     0.9  Storage             How do I test my hard drive slow?
 5275     0.9  Storage             How do I check my hard drive slow?
 5276     0.9  Storage             How do I reset my hard drive slow?
 5277     0.9  Storage             How do I update my hard drive slow?
 5278     0.9  Storage             How do I connect my hard drive slow?
 5279     0.9  Storage             Does an SSD fail suddenly use a lot of power?
 5280     0.9  Monitors            How do I use 4K worth it for gaming?
 5281     0.9  Monitors            How do I troubleshoot 4K worth it for gaming?
 5282     0.9  Monitors            How do I test 4K worth it for gaming?
 5283     0.9  Monitors            How do I check 4K worth it for gaming?
 5284     0.9  Monitors            How do I reset 4K worth it for gaming?
 5285     0.9  Monitors            How do I update 4K worth it for gaming?
 5286     0.9  Monitors            How do I connect 4K worth it for gaming?
 5287     0.9  Smartphones         What should I know about my phone battery draining so fast for beginners?
 5288     0.9  Smartphones         How can I save money using my phone battery draining so fast for beginners?
 5289     0.9  Smartphones         What should I know about my phone battery draining so fast for a laptop?
 5290     0.9  Smartphones         How can I save money using my phone battery draining so fast for a laptop?
 5291     0.9  Smartphones         What should I know about my phone battery draining so fast for a desktop PC?
 5292     0.9  Smartphones         How can I save money using my phone battery draining so fast for a desktop PC?
 5293     0.9  Smartphones         What should I know about my phone battery draining so fast for gaming?
 5294     0.9  Smartphones         How can I save money using my phone battery draining so fast for gaming?
 5295     0.9  Smartphones         What should I know about my phone battery draining so fast for work?
 5296     0.9  Smartphones         How can I save money using my phone battery draining so fast for work?
 5297     0.9  Smartphones         What should I know about my phone battery draining so fast for students?
 5298     0.9  Smartphones         How can I save money using my phone battery draining so fast for students?
 5299     0.9  Smartphones         What should I know about my phone battery draining so fast at home?
 5300     0.9  Smartphones         How can I save money using my phone battery draining so fast at home?
 5301     0.9  Smartphones         What should I know about my phone battery draining so fast on macOS?
 5302     0.9  Smartphones         How can I save money using my phone battery draining so fast on macOS?
 5303     0.9  Smartphones         What should I know about my phone battery draining so fast with a smart TV?
 5304     0.9  Smartphones         How can I save money using my phone battery draining so fast with a smart TV?
